<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.11.14	136085	136481	135332	135616	4218073	15072354	1
2024.11.18	135859	136328	135073	135574	4042435	13997360	1
2024.11.19	135374	136523	135010	136291	4384179	15218073	1
2024.11.21	135911	136191	134277	134651	4552842	16822335	1
2024.11.22	134709	137530	134630	137240	4426743	16404347	1
2024.11.25	137382	137419	136602	136713	4030853	14298007	1
2024.11.26	136491	138120	136344	137825	4207756	15043141	1
2024.11.27	137704	138036	134831	135036	5293822	18635662	1
2024.11.28	135226	135226	131573	132084	4056332	14567889	1
2024.11.29	132479	133565	131172	132870	5616793	16728671	1
2024.12.02	133181	133265	131905	132432	4731396	16338190	1
2024.12.03	133017	133724	132537	133181	4653729	15951809	1
2024.12.04	133207	134056	132833	133339	4252192	14934182	1
2024.12.05	133529	135379	133138	135300	3956336	14914516	1
2024.12.06	134926	134978	132838	132959	4120427	14965971	1
2024.12.09	133634	134720	133386	134319	3542509	12462292	1
2024.12.10	135237	135753	134815	135453	4064622	14079070	1
2024.12.11	135237	138431	134462	137129	5190717	17539381	1
2024.12.12	137345	137577	132801	133128	4729248	17730321	1
2024.12.13	133175	133434	131367	131799	4170935	14333186	1
2024.12.16	131599	131820	130028	130176	4012362	13246331	1
2024.12.17	130244	132253	130212	131768	5344313	16860939	1
2024.12.18	131617	131903	126726	127900	5026828	16089922	1
2024.12.19	128601	128658	127510	127708	4677568	14729387	1
2024.12.20	127303	128736	127064	128699	4079602	12929267	1
2024.12.23	128185	128310	126778	126861	3297620	10457016	1
2024.12.26	126893	127832	126327	127344	3510814	10809641	1
2024.12.27	127204	127796	125958	126197	3488485	10907429	1
2024.12.30	126166	127105	126067	126285	3251837	10171197	1
2025.01.02	126462	127069	124915	126015	3960154	12191969	1
2025.01.03	125917	126228	124063	124084	3604609	11517183	1
2025.01.06	124525	126129	124421	125724	4130922	13082301	1
2025.01.07	125704	127568	125553	127121	4043519	13582809	1
2025.01.08	126887	127043	124987	125423	3883238	12567759	1
2025.01.09	125408	125797	125096	125382	3227501	10856168	1
2025.01.10	125756	126078	124245	124655	3603686	12011941	1
2025.01.13	124380	125278	124151	124364	3478098	11738607	1
2025.01.14	124842	125133	123622	124941	4137605	13342447	1
2025.01.15	124883	128715	124883	128227	3890585	14584454	1
2025.01.16	127874	128154	126259	126643	3796839	13076160	1
2025.01.17	127266	128294	126482	127588	3688828	13021491	1
2025.01.20	127625	128819	126934	128429	3809874	12719229	1
2025.01.21	128175	129078	127588	128798	3502142	11958274	1
2025.01.22	128995	129556	128352	128507	3513601	12057737	1
2025.01.23	128549	129514	127542	127838	3842655	13358733	1
2025.01.24	128082	128305	127500	127832	3104725	10329111	1
2025.01.27	127043	130475	126877	130314	3920993	13525628	1
2025.01.28	130054	130423	129260	129509	3314851	11165109	1
2025.01.29	129649	130350	128497	128705	3518723	11627269	1
2025.01.30	129224	132640	129011	132334	4326148	14811348	1
2025.01.31	132193	132925	131358	131612	3905458	12327484	1
2025.02.03	130537	131768	130278	131269	3921176	12629068	1
2025.02.04	131352	131389	129758	130262	3720458	11894790	1
2025.02.05	130366	130958	129634	130703	3524932	11541640	1
2025.02.06	130781	131503	130210	130958	3668686	12114749	1
2025.02.07	131233	131607	129089	129717	4014754	12885957	1
2025.02.10	129899	131342	129649	130470	3353509	11329963	1
2025.02.11	130574	131872	130382	131446	3213431	10632093	1
2025.02.12	131425	131741	128762	128762	4392877	14004259	1
2025.02.13	129286	129653	128375	129500	3481693	11873801	1
2025.02.14	129378	133371	129353	132877	3576965	12549686	1
2025.02.17	132872	134389	132841	133310	3317371	10533059	1
2025.02.18	133738	134053	132714	133198	3532789	12275010	1
2025.02.19	133025	133045	131548	131792	3232115	11352296	1
2025.02.20	132108	132413	131492	131874	3236906	11135282	1
2025.02.21	131925	132159	130830	131558	3309743	10882495	1
2025.02.24	131838	132184	129424	129918	3705713	12707756	1
2025.02.25	129989	131140	129908	130188	3894857	12895659	1
2025.02.26	130702	131532	128894	129241	3908763	12774198	1
2025.02.27	128441	129668	128186	128864	3788065	12435527	1
2025.02.28	128736	128996	126603	127168	3827441	12753126	1
2025.03.05	127514	127626	126735	127117	1885698	6334280	1
2025.03.06	126801	128146	126526	127382	4747457	15117257	1
2025.03.07	127479	129826	126002	129047	4834606	15278679	1
2025.03.10	128390	128701	127214	128202	4570402	15226454	1
2025.03.11	128604	128670	126266	127484	4609279	15298633	1
2025.03.12	127626	128110	126669	127346	4480436	14399383	1
2025.03.13	127142	129551	126969	129429	3762147	12927335	1
2025.03.14	129786	132974	129719	132500	3672078	13004558	1
2025.03.17	132500	135148	132301	134756	3891011	12403154	1
2025.03.18	134313	135632	133931	135296	4127939	13081439	1
2025.03.19	135001	136951	134990	136620	3967265	12718968	1
2025.03.20	136070	136442	135362	135739	3821879	12557538	1
2025.03.21	135418	136218	135077	135581	3794755	12518206	1
2025.03.24	136386	136635	134374	134929	3970400	13095961	1
2025.03.25	134654	136951	134542	135668	3950139	13028493	1
2025.03.26	135652	136360	135067	135673	3920590	13182091	1
2025.03.27	136162	137140	135714	136320	4098672	13264875	1
2025.03.28	136228	136284	134481	135184	4009360	13628018	1
2025.03.31	134384	134624	133233	133391	3924255	12965594	1
2025.04.01	133564	135128	133050	134145	4278720	13937774	1
2025.04.02	133967	135887	133188	133188	4736527	14995530	1
2025.04.03	132760	135602	132622	134318	5134665	15944876	1
2025.04.04	132108	132312	129180	130020	5458614	16430319	1
2025.04.07	127983	131420	126531	128227	8268450	20555088	1
2025.04.08	129663	130356	125940	126302	6488199	18956798	1
2025.04.09	125299	132373	124835	129918	7744091	20281068	1
2025.04.10	129505	130626	127382	128884	7135820	18183647	1
2025.04.11	129439	130926	128441	130295	5748328	16042050	1
2025.04.14	130987	132541	130809	131884	5601680	16677229	1
2025.04.15	131853	132408	131344	131675	4799276	14527426	1
2025.04.16	131520	132065	130380	130570	4891738	14829966	1
2025.04.17	130855	132600	130270	131875	4618854	14547931	1
2025.04.22	132140	133335	130940	133110	4565976	14824219	1
2025.04.23	134125	135770	134110	135015	4576845	15266882	1
2025.04.24	134785	137390	134675	137050	4389234	14973591	1
2025.04.25	136745	137430	136500	137265	4156547	13527456	1
2025.04.28	136890	138070	136840	137275	3785289	12692963	1
2025.04.29	137265	138465	137145	137420	3823534	12713209	1
2025.04.30	137155	137640	136115	136800	4602087	15631306	1
2025.05.02	137240	137555	136380	137555	3936753	13246304	1
2025.05.05	136975	137460	135300	135300	3651281	12627039	1
2025.05.06	135300	136220	135160	135665	3824191	13233269	1
2025.05.07	136000	136500	134675	135390	4352420	15321888	1
2025.05.08	136400	139620	136380	138360	4297615	15286787	1
2025.05.09	138800	139070	137905	138220	3657372	12763863	1
2025.05.12	140305	140310	138060	138620	3622531	12519481	1
2025.05.13	138700	141360	138325	140525	3902985	13566898	1
2025.05.14	140555	141030	139925	140065	3942963	13024902	1
2025.05.15	139775	141170	139570	141075	4079820	13049726	1
2025.05.16	140770	140850	139120	140325	3987730	13256634	1
2025.05.19	140000	141740	139895	141310	4085195	13486175	1
2025.05.20	141300	141730	140390	141500	3720165	12241512	1
2025.05.21	141270	141515	138790	139060	4132974	13977693	1
2025.05.22	139065	140150	135175	136290	4833291	16364717	1
2025.05.23	136440	139205	135960	138830	4849841	14575123	1
2025.05.26	139200	139965	138715	139420	3661810	10766967	1
2025.05.27	140020	141625	140020	140930	4258967	12993601	1
2025.05.28	140795	141080	139565	140285	3538471	10644307	1
2025.05.29	140600	140600	138835	139605	4303644	13245683	1
2025.05.30	139600	140045	137535	138020	4393900	13057022	1
2025.06.02	138110	139570	137240	137435	4114122	12783973	1
2025.06.03	137525	138575	136845	138490	3791354	11286566	1
2025.06.04	138650	139550	137440	137815	4342844	12497907	1
2025.06.05	138010	138250	136570	136935	4690340	13741920	1
2025.06.06	137400	137535	136150	136800	4522670	13158077	1
2025.06.09	136775	137200	134520	136290	4370504	12928521	1
2025.06.10	136780	137885	136500	137045	4896232	14338754	1
2025.06.11	137020	137950	135710	137320	5035078	14589989	1
2025.06.12	136830	138245	136020	138175	4711292	13896778	1
2025.06.13	137385	137950	136660	137285	5055324	14386162	1
2025.06.16	137600	140265	137550	140150	4632246	13463267	1
2025.06.17	142324	142471	140927	141600	4758730	13347934	1
2025.06.18	141695	141960	141000	141655	4149233	11654037	1
2025.06.20	141580	141745	139305	139710	3999334	11950298	1
2025.06.23	139695	139945	138320	139215	4412957	13197834	1
2025.06.24	139860	140670	138640	139300	4299804	13393477	1
2025.06.25	139300	139385	137735	138190	4462436	13448923	1
2025.06.26	138635	139750	138325	139225	4368899	13193476	1
2025.06.27	139600	139740	138300	139335	4311438	12888531	1
2025.06.30	139250	141450	138025	141115	4437997	13572073	1
2025.07.01	140900	141950	140725	141785	4523643	13400152	1
2025.07.02	141830	142200	140400	141435	5033023	16123132	1
2025.07.03	141160	143445	140865	143125	4285251	13689174	1
2025.07.04	142675	143825	142415	143815	3139189	9212872	1
2025.07.07	143360	143415	141145	141325	4314703	14434276	1
2025.07.08	141670	141895	140530	141250	4639137	14853931	1
2025.07.09	141280	141340	137155	137820	4458197	14619877	1
2025.07.10	137320	138875	136755	138575	1440879	14217536	0
2025.07.11	138100	138255	137005	137615	1332117	13124695	0
2025.07.14	137370	137720	136225	136740	1273429	12501361	0
2025.07.15	136880	137535	135650	137175	1454851	14457463	0
2025.07.16	136640	137280	135525	136495	4707232	15155740	1
2025.07.17	136210	137065	135635	136795	4189123	13358287	1
2025.07.18	136565	136640	134310	134725	4346331	14208242	1
2025.07.21	134140	136050	134040	135145	4077696	12491618	1
2025.07.22	135250	136385	134785	135575	4282174	12671542	1
2025.07.23	135675	136800	134505	136360	4407378	14524563	1
2025.07.24	136065	136160	134510	134595	3813037	12372466	1
2025.07.25	134530	135555	134075	134280	3913396	12857314	1
2025.07.28	134210	134885	132335	133065	3996229	12893828	1
2025.07.29	133150	134100	132770	133355	4306269	13812225	1
2025.07.30	133435	135870	132495	134560	5964364	18329610	1
2025.07.31	133980	134210	132520	133635	4446148	15005278	1
2025.08.01	132905	135480	132505	132990	5262398	16283581	1
2025.08.04	133400	134585	132815	133200	4691928	14790649	1
2025.08.05	132760	134650	132600	133520	5186044	16729636	1
2025.08.06	133760	135585	133740	134780	4924105	16548647	1
2025.08.07	135225	137265	135035	137060	4678780	16075606	1
2025.08.08	136705	136795	135720	136365	4283785	14746803	1
2025.08.11	136105	136445	135510	135850	4299297	14073125	1
2025.08.12	139291	141493	139020	141130	4573067	15047802	1
2025.08.13	141130	141445	139530	139675	3690919	12126011	1
2025.08.14	139480	140460	138485	139400	4514605	15309189	1
2025.08.15	139500	140820	138400	139395	3929601	13291750	1
2025.08.18	139295	140820	138955	140075	4245867	13770442	1
2025.08.19	140170	140200	136250	136490	4730049	17179543	1
2025.08.20	136795	137665	136460	137145	4572422	15455438	1
2025.08.21	136960	137565	135900	137140	2647742	8662578	1
2025.08.22	137165	140925	137005	140740	4332934	14594795	1
2025.08.25	140780	141585	140500	140850	3938882	13039301	1
2025.08.26	140525	140735	139450	140435	3950842	13263278	1
2025.08.27	140100	141765	139540	141310	4556031	15030335	1
2025.08.28	142150	144660	142115	143750	4312250	15181579	1
2025.08.29	143005	144775	142870	144095	3808432	13186821	1
2025.09.01	143905	144250	143035	143610	3572805	11506432	1
2025.09.02	142650	143250	141615	142500	5047682	16312820	1
2025.09.03	142700	142815	141590	141780	4429080	14520121	1
2025.09.04	141750	143495	141550	142965	4302003	14539994	1
2025.09.05	143240	145465	143160	144650	4387947	15113162	1
2025.09.08	144850	145025	143145	143790	4101695	14260476	1
2025.09.09	143930	144475	143340	143605	4357119	15154379	1
2025.09.10	143780	144920	142965	144335	4675705	15539743	1
2025.09.11	144150	145695	143380	144795	4686305	15432157	1
2025.09.12	144395	144870	143550	144165	4057286	13754057	1
2025.09.15	144150	145805	143930	144790	4888988	16459886	1
2025.09.16	145620	146260	145050	145475	5215210	16874758	1
2025.09.17	145400	147895	145115	146995	6221855	20255081	1
2025.09.18	147100	147395	146325	147105	4411907	13789702	1
2025.09.19	146730	147720	146435	146840	4168679	13420546	1
2025.09.22	146675	146775	145240	146245	4568586	15101935	1
2025.09.23	146135	148375	146040	147590	4917066	16227937	1
2025.09.24	147590	149000	147155	148800	4591042	15260996	1
2025.09.25	148000	148700	146110	146405	4784244	15875249	1
2025.09.26	146545	147170	145975	146360	3852077	12760173	1
2025.09.29	146635	149095	146620	147305	4049531	13564960	1
2025.09.30	147400	148435	146610	147135	3915509	13765079	1
2025.10.01	147205	148125	145910	146255	5096126	16303523	1
2025.10.02	146750	147280	144235	144725	4772773	16695516	1
2025.10.03	145000	145160	144210	144670	4446975	15362718	1
2025.10.06	144860	145335	143820	144060	4677479	16319581	1
2025.10.07	143650	143715	141420	141615	4700307	16472568	1
2025.10.08	141700	142780	141640	142490	4439889	15154265	1
2025.10.09	142900	143800	141810	141890	4882928	16042877	1
2025.10.10	142145	142685	140055	140350	5840043	19116664	1
2025.10.13	141550	142450	141480	141615	5029863	16041543	1
2025.10.14	143689	145835	143597	144915	5411981	17459999	1
2025.10.15	145145	146100	144005	145715	5246171	16834436	1
2025.10.16	145735	146195	144330	145010	5202844	17344967	1
2025.10.17	144885	146545	144080	146450	4852746	16047462	1
2025.10.20	146320	148215	146250	147300	5033856	16047612	1
2025.10.21	147100	147740	146645	147235	4867380	15638988	1
2025.10.22	146995	147945	146565	147915	5465024	17491964	1
2025.10.23	147960	149125	147770	148785	4555225	14960018	1
2025.10.24	148545	150095	148450	148815	3975279	13275481	1
2025.10.27	150075	150750	149475	149790	3932290	13212693	1
2025.10.28	149520	150525	149065	150375	4301297	14515360	1
2025.10.29	150465	151740	149815	151295	4872378	16698139	1
2025.10.30	151000	151795	149900	151760	4276573	14882389	1
2025.10.31	151485	152245	151355	152225	4428930	14254100	1
2025.11.03	152225	153225	151965	153000	4381324	14075029	1
2025.11.04	151950	153250	151750	153050	4482764	14825175	1
2025.11.05	152850	155990	152515	155915	5426314	19188558	1
2025.11.06	155455	156570	155455	155750	4861425	16211678	1
2025.11.07	155635	156350	154500	156240	4905931	16446808	1
2025.11.10	157100	157940	156670	157820	4416641	15503479	1
2025.11.11	157940	160605	157940	159835	5543604	19500981	1
2025.11.12	160000	160170	158610	159615	4622436	16273060	1
2025.11.13	159950	160295	158475	159040	5379253	18371316	1
2025.11.14	158295	160275	158065	159310	5209544	17874270	1
2025.11.17	159585	159670	158335	158840	5283203	17365159	1
2025.11.18	158100	158750	157120	158095	5583551	18434506	1
2025.11.19	158360	158440	156260	156880	4786095	15968808	1
2025.11.21	155200	156690	155025	156440	5379917	17168852	1
2025.11.24	156750	157335	155930	156975	4586419	15424527	1
2025.11.25	156885	157760	156035	157300	5384300	17974421	1
2025.11.26	157500	160145	157415	160145	4823231	16740509	1
2025.11.27	159815	159980	159285	159610	3173207	10133469	1
2025.11.28	159485	160840	159465	160100	4416087	13390817	1
2025.12.01	160000	160360	158945	159690	4272563	14342720	1
2025.12.02	160025	162425	159745	162270	5359295	17844228	1
2025.12.03	162380	162900	161970	162650	5250396	17396944	1
2025.12.04	162655	165505	162650	165270	5350386	19325362	1
2025.12.05	165250	165785	157465	158325	7822407	23712244	1
2025.12.08	160090	160105	158110	158860	6069680	20350172	1
2025.12.09	158465	159415	155630	158210	6945975	23815407	1
2025.12.10	159300	160280	157965	159560	6713077	22532272	1
2025.12.11	158635	160270	158050	159465	5331780	18206249	1
2025.12.12	159715	161610	159540	161030	5624538	18508570	1
2025.12.15	161575	163300	161345	162755	5607393	18892438	1
2025.12.16	164913	165016	160899	161165	6080089	18346181	1
2025.12.17	161500	161690	159610	160340	5716751	17583579	1
2025.12.18	160660	161835	159845	161315	5321211	17220599	1
2025.12.19	161200	162725	160990	161600	4381643	14265906	1
2025.12.22	162055	162415	160150	161045	4759489	15641312	1
2025.12.23	161245	163520	160900	163400	4245422	14223045	1
2025.12.26	162935	164120	162100	164050	3882160	12576287	1
2025.12.29	163850	164335	162355	162990	4445389	14286357	1
2025.12.30	163430	164795	163070	163770	4168269	13482582	1
2026.01.02	163970	165040	162530	162700	4232119	13811842	1
2026.01.05	163160	164595	162565	164420	5003636	16548286	1
2026.01.06	164575	166655	164525	166200	5029364	17431756	1
2026.01.07	166250	166260	164010	164100	4463220	15112101	1
2026.01.08	163900	165080	163745	164925	4836806	15757409	1
2026.01.09	165150	166435	164510	165220	4638711	15609134	1
