<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.06	5313.536	5315.692	5278.508	5294.136	593323	2285689	1
2023.12.07	5288.747	5308.147	5270.425	5305.992	656043	2436991	1
2023.12.08	5287.669	5329.703	5286.591	5322.159	676627	2439909	1
2023.12.11	5327.009	5352.876	5320.542	5329.703	527479	1961445	1
2023.12.12	5317.309	5365.810	5311.381	5355.032	646490	2627566	1
2023.12.13	5353.954	5368.504	5300.603	5303.297	793219	3305844	1
2023.12.14	5265.036	5304.914	5260.185	5301.142	750276	3084797	1
2023.12.15	5295.214	5339.404	5288.208	5324.314	676539	2773234	1
2023.12.18	5323.775	5338.326	5272.041	5277.969	608671	2334713	1
2023.12.19	5269.886	5276.891	5226.774	5244.557	609598	2693781	1
2023.12.20	5248.869	5299.525	5232.702	5297.369	577029	2397864	1
2023.12.21	5267.730	5280.125	5241.863	5266.113	640748	2555562	1
2023.12.22	5250.485	5258.569	5223.540	5235.935	505227	2138814	1
2023.12.26	5225.157	5235.935	5183.123	5183.123	453679	1886979	1
2023.12.27	5182.045	5210.068	5171.806	5198.212	507705	2003370	1
2023.12.28	5192.309	5247.044	5189.626	5223.970	573081	2351749	1
2024.01.02	5241.678	5307.145	5222.360	5304.999	613948	2470972	1
2024.01.03	5320.024	5320.561	5277.095	5300.706	707145	2637441	1
2024.01.04	5290.510	5317.341	5272.802	5273.875	594536	2323009	1
2024.01.05	5287.827	5321.634	5233.629	5248.118	725359	2780987	1
2024.01.08	5252.947	5277.095	5236.312	5242.751	584036	2022037	1
2024.01.09	5254.020	5284.608	5248.654	5279.241	574630	2150385	1
2024.01.10	5274.948	5279.778	5249.191	5265.826	555769	2058893	1
2024.01.11	5262.606	5266.899	5227.726	5241.142	753377	2996559	1
2024.01.12	5241.678	5248.118	5196.602	5221.823	663573	2635274	1
2024.01.15	5205.188	5255.630	5205.188	5227.726	383149	1563613	1
2024.01.16	5267.436	5305.536	5254.020	5297.486	793160	3213526	1
2024.01.17	5320.024	5327.000	5293.193	5309.292	698499	2705708	1
2024.01.18	5297.486	5328.610	5282.461	5298.023	633243	2566083	1
2024.01.19	5284.071	5309.292	5269.582	5300.169	569628	2371614	1
2024.01.22	5292.657	5365.637	5290.510	5363.490	749968	3343120	1
2024.01.23	5357.588	5373.686	5314.658	5320.561	712873	2984639	1
2024.01.24	5296.413	5304.462	5272.265	5298.560	594191	2587527	1
2024.01.25	5295.877	5308.755	5271.192	5280.851	529437	2168869	1
2024.01.26	5269.046	5284.071	5264.753	5280.315	476400	1994372	1
2024.01.29	5279.778	5324.854	5267.436	5317.878	598198	2734156	1
2024.01.30	5307.145	5347.928	5296.950	5316.805	591712	2652385	1
2024.01.31	5309.313	5328.577	5284.163	5309.848	849760	3633553	1
2024.02.01	5309.313	5331.788	5268.110	5275.066	626372	2599219	1
2024.02.02	5269.180	5338.209	5260.083	5333.928	617747	2745058	1
2024.02.05	5339.279	5382.087	5330.182	5347.841	556958	2525824	1
2024.02.06	5337.139	5341.419	5308.778	5323.761	533961	2406790	1
2024.02.07	5322.156	5332.858	5309.313	5328.577	472321	1966963	1
2024.02.08	5334.998	5363.894	5332.323	5355.332	511425	2419326	1
2024.02.09	5349.981	5351.051	5307.173	5311.454	498793	2282074	1
2024.02.14	5328.577	5337.139	5320.015	5325.366	201888	1006664	1
2024.02.15	5313.594	5340.349	5312.524	5330.182	458348	2321017	1
2024.02.16	5325.366	5345.700	5313.594	5323.226	417439	1997857	1
